Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Sex_female,Embarked_S,Embarked_C,Embarked_Q,PassengerId
0.0,0.6931471805599453,0.2399406168029818,0.11778303565638346,0.0,0.01405186602861203,1,0,1,0,0,1
0.6931471805599453,0.0,0.3867777169607502,0.11778303565638346,0.0,0.13026984802557665,0,1,0,1,0,2
0.6931471805599453,0.6931471805599453,0.27872019486289784,0.0,0.0,0.015350151109302577,0,1,1,0,0,3
0.6931471805599453,0.0,0.3608381681697983,0.11778303565638346,0.0,0.09861770160548049,0,1,1,0,0,4
0.0,0.6931471805599453,0.3608381681697983,0.0,0.0,0.015590389411477197,1,0,1,0,0,5
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.016374701896558316,1,0,0,0,1,6
0.0,0.0,0.5147886077080417,0.0,0.0,0.09642670019066911,1,0,1,0,0,7
0.0,0.6931471805599453,0.019659709958831317,0.3184537311185346,0.15415067982725836,0.040312098559000725,1,0,1,0,0,8
0.6931471805599453,0.6931471805599453,0.28818458502516947,0.0,0.28768207245178085,0.021498007333324947,0,1,1,0,0,9
0.6931471805599453,0.4054651081081644,0.1575556400173577,0.11778303565638346,0.0,0.05703634945252453,0,1,0,1,0,10
0.6931471805599453,0.6931471805599453,0.044003657991029586,0.11778303565638346,0.15415067982725836,0.032076241648970306,0,1,1,0,0,11
0.6931471805599453,0.0,0.544385322595937,0.0,0.0,0.0505240398785738,0,1,1,0,0,12
0.0,0.6931471805599453,0.21997190216820725,0.0,0.0,0.015590389411477197,1,0,1,0,0,13
0.0,0.6931471805599453,0.3952768332243418,0.11778303565638346,0.6061358035703156,0.05925402134279556,1,0,1,0,0,14
0.0,0.6931471805599453,0.1575556400173577,0.0,0.0,0.015214054528192307,0,1,1,0,0,15
0.6931471805599453,0.4054651081081644,0.5222703125161708,0.0,0.0,0.03075218709515891,0,1,1,0,0,16
0.0,0.6931471805599453,0.019659709958831317,0.4054651081081644,0.15415067982725836,0.0552910958195755,1,0,0,0,1,17
0.6931471805599453,0.4054651081081644,0.31329174258271597,0.0,0.0,0.025057726524795907,1,0,1,0,0,18
0.0,0.6931471805599453,0.3251710494216168,0.11778303565638346,0.0,0.0345305586252918,0,1,1,0,0,19
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.0,0.0,0.014003749011095652,0,1,0,1,0,20
0.0,0.4054651081081644,0.3608381681697983,0.0,0.0,0.04950288176693388,1,0,1,0,0,21
0.6931471805599453,0.4054651081081644,0.3520399414345839,0.0,0.0,0.025057726524795907,1,0,1,0,0,22
0.6931471805599453,0.6931471805599453,0.16823265795323875,0.0,0.0,0.015550417760596577,0,1,0,0,1,23
0.6931471805599453,0.0,0.2975602396776254,0.0,0.0,0.06699617236029527,1,0,1,0,0,24
0.0,0.6931471805599453,0.0909827050776365,0.3184537311185346,0.15415067982725836,0.040312098559000725,0,1,1,0,0,25
0.6931471805599453,0.6931471805599453,0.3867777169607502,0.11778303565638346,0.6061358035703156,0.05946095197459231,0,1,1,0,0,26
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.014003749011095652,1,0,0,1,0,27
0.0,0.0,0.20983599540387343,0.3184537311185346,0.28768207245178085,0.4143203261822158,1,0,1,0,0,28
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015262113346043075,0,1,0,0,1,29
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015294023125182035,1,0,1,0,0,30
0.0,0.0,0.40370432284629887,0.0,0.0,0.052694340690821934,1,0,0,1,0,31
0.6931471805599453,0.0,0.31329174258271597,0.11778303565638346,0.0,0.25152850381759995,0,1,0,1,0,32
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015013720496480469,0,1,0,0,1,33
0.0,0.4054651081081644,0.601073777346087,0.0,0.0,0.02028744611537874,1,0,1,0,0,34
0.0,0.0,0.2975602396776254,0.11778303565638346,0.0,0.14875332895717522,1,0,0,1,0,35
0.0,0.0,0.420349181160254,0.11778303565638346,0.0,0.09667038198810923,1,0,1,0,0,36
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.0,0.0,0.014011832831848146,1,0,0,1,0,37
0.0,0.6931471805599453,0.23000610235300573,0.0,0.0,0.015590389411477197,1,0,1,0,0,38
0.0,0.6931471805599453,0.19959629913518914,0.22314355131420976,0.0,0.0345305586252918,0,1,1,0,0,39
0.6931471805599453,0.6931471805599453,0.1575556400173577,0.11778303565638346,0.0,0.021705068541472326,0,1,0,1,0,40
0.0,0.6931471805599453,0.40370432284629887,0.11778303565638346,0.0,0.018325034557516082,0,1,1,0,0,41
0.0,0.4054651081081644,0.28818458502516947,0.11778303565638346,0.0,0.04017148235607018,0,1,1,0,0,42
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015294023125182035,1,0,0,1,0,43
0.6931471805599453,0.4054651081081644,0.03190576062152016,0.11778303565638346,0.28768207245178085,0.07803194294267958,0,1,0,1,0,44
0.6931471805599453,0.6931471805599453,0.20983599540387343,0.0,0.0,0.015262113346043075,0,1,0,0,1,45
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015590389411477197,1,0,1,0,0,46
0.0,0.6931471805599453,0.31329174258271597,0.11778303565638346,0.0,0.029805359351605623,1,0,0,0,1,47
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015013720496480469,0,1,0,0,1,48
0.0,0.6931471805599453,0.31329174258271597,0.22314355131420976,0.0,0.041444181999891735,1,0,0,1,0,49
0.0,0.6931471805599453,0.19959629913518914,0.11778303565638346,0.0,0.03415336324945941,0,1,1,0,0,50
0.0,0.6931471805599453,0.07944322784935047,0.4054651081081644,0.15415067982725836,0.07461091226899073,1,0,1,0,0,51
0.0,0.6931471805599453,0.23000610235300573,0.0,0.0,0.015109855078817078,1,0,1,0,0,52
0.6931471805599453,0.0,0.4765166783212666,0.11778303565638346,0.0,0.1395579426663449,0,1,0,1,0,53
0.6931471805599453,0.4054651081081644,0.30684880729587144,0.11778303565638346,0.0,0.04950288176693388,0,1,1,0,0,54
0.0,0.0,0.5941609888612451,0.0,0.15415067982725836,0.11419914709145168,1,0,0,1,0,55
0.6931471805599453,0.0,0.31329174258271597,0.0,0.0,0.06699617236029527,1,0,1,0,0,56
0.6931471805599453,0.4054651081081644,0.23000610235300573,0.0,0.0,0.02028744611537874,0,1,1,0,0,57
0.0,0.6931471805599453,0.3022153081340286,0.0,0.0,0.014011832831848146,1,0,0,1,0,58
0.6931471805599453,0.4054651081081644,0.05595694399061719,0.11778303565638346,0.28768207245178085,0.05274840829682131,0,1,1,0,0,59
0.0,0.6931471805599453,0.12482306473273837,0.4855078157817008,0.28768207245178085,0.08759201983616036,1,0,1,0,0,60
0.0,0.6931471805599453,0.2399406168029818,0.0,0.0,0.014011832831848146,1,0,0,1,0,61
0.6931471805599453,0.0,0.3867777169607502,0.0,0.0,0.1450951742356354,0,1,1,0,0,62
0.0,0.0,0.444808251436126,0.11778303565638346,0.0,0.150944702426092,1,0,1,0,0,63
0.0,0.6931471805599453,0.044003657991029586,0.3184537311185346,0.28768207245178085,0.05302610677804016,1,0,1,0,0,64
0.0,0.0,0.31329174258271597,0.0,0.0,0.052694340690821934,1,0,0,1,0,65
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.11778303565638346,0.15415067982725836,0.029323648164715232,1,0,0,1,0,66
0.6931471805599453,0.4054651081081644,0.30684880729587144,0.0,0.0,0.02028744611537874,0,1,1,0,0,67
0.0,0.6931471805599453,0.20983599540387343,0.0,0.0,0.015798485223152,1,0,1,0,0,68
0.6931471805599453,0.6931471805599453,0.1892506657881148,0.4054651081081644,0.28768207245178085,0.015350151109302577,0,1,1,0,0,69
0.0,0.6931471805599453,0.27872019486289784,0.22314355131420976,0.0,0.016766723550696125,1,0,1,0,0,70
0.0,0.4054651081081644,0.33420779987552035,0.0,0.0,0.02028744611537874,1,0,1,0,0,71
0.0,0.6931471805599453,0.17879688043597444,0.4855078157817008,0.28768207245178085,0.08759201983616036,0,1,1,0,0,72
0.0,0.4054651081081644,0.23000610235300573,0.0,0.0,0.1340608923416297,1,0,1,0,0,73
0.0,0.6931471805599453,0.27872019486289784,0.11778303565638346,0.0,0.02782207118911138,1,0,0,1,0,74
0.6931471805599453,0.6931471805599453,0.33420779987552035,0.0,0.0,0.10460544252952911,1,0,1,0,0,75
0.0,0.6931471805599453,0.26916537346147645,0.0,0.0,0.014821423601790385,1,0,1,0,0,76
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015294023125182035,1,0,1,0,0,77
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015590389411477197,1,0,1,0,0,78
0.6931471805599453,0.4054651081081644,0.005138821861947991,0.0,0.28768207245178085,0.05506020938272152,1,0,1,0,0,79
0.6931471805599453,0.6931471805599453,0.31605189084135504,0.0,0.0,0.02405785347297414,0,1,1,0,0,80
0.0,0.6931471805599453,0.2399406168029818,0.0,0.0,0.017414316843308762,1,0,1,0,0,81
0.6931471805599453,0.6931471805599453,0.30684880729587144,0.0,0.0,0.018372944101240508,1,0,1,0,0,82
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015085822299643115,0,1,0,0,1,83
0.0,0.0,0.2975602396776254,0.0,0.0,0.08794959101630076,1,0,1,0,0,84
0.6931471805599453,0.4054651081081644,0.1892506657881148,0.0,0.0,0.02028744611537874,0,1,1,0,0,85
0.6931471805599453,0.6931471805599453,0.3431636182874974,0.3184537311185346,0.0,0.0304682328908991,0,1,1,0,0,86
0.0,0.6931471805599453,0.17879688043597444,0.11778303565638346,0.4054651081081644,0.06494050115616902,1,0,1,0,0,87
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015590389411477197,1,0,1,0,0,88
0.6931471805599453,0.0,0.24977740672550128,0.3184537311185346,0.28768207245178085,0.4143203261822158,0,1,1,0,0,89
0.0,0.6931471805599453,0.2595183760143615,0.0,0.0,0.015590389411477197,1,0,1,0,0,90
0.0,0.6931471805599453,0.30684880729587144,0.0,0.0,0.015590389411477197,1,0,1,0,0,91
0.0,0.6931471805599453,0.21997190216820725,0.0,0.0,0.015214054528192307,1,0,1,0,0,92
0.0,0.0,0.4528301138018988,0.11778303565638346,0.0,0.11279787282143247,1,0,1,0,0,93
0.0,0.6931471805599453,0.27872019486289784,0.11778303565638346,0.28768207245178085,0.03937428350165768,1,0,1,0,0,94
0.0,0.6931471805599453,0.5516496288396406,0.0,0.0,0.01405186602861203,1,0,1,0,0,95
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015590389411477197,1,0,1,0,0,96
0.0,0.0,0.6349385872794708,0.0,0.0,0.06545106743865253,1,0,0,1,0,97
0.6931471805599453,0.0,0.24977740672550128,0.0,0.15415067982725836,0.11659759157479302,1,0,0,1,0,98
0.6931471805599453,0.4054651081081644,0.3520399414345839,0.0,0.15415067982725836,0.04391449758905135,0,1,1,0,0,99
0.0,0.4054651081081644,0.3520399414345839,0.11778303565638346,0.0,0.04950288176693388,1,0,1,0,0,100
0.0,0.6931471805599453,0.2975602396776254,0.0,0.0,0.015294023125182035,0,1,1,0,0,101
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015294023125182035,1,0,1,0,0,102
0.0,0.0,0.23000610235300573,0.0,0.15415067982725836,0.14050527758799308,1,0,1,0,0,103
0.0,0.6931471805599453,0.3431636182874974,0.0,0.0,0.0167507922678848,1,0,1,0,0,104
0.0,0.6931471805599453,0.37820574607770335,0.22314355131420976,0.0,0.015350151109302577,1,0,1,0,0,105
0.0,0.6931471805599453,0.2975602396776254,0.0,0.0,0.015294023125182035,1,0,1,0,0,106
0.6931471805599453,0.6931471805599453,0.23000610235300573,0.0,0.0,0.014821423601790385,0,1,1,0,0,107
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015061788942881014,1,0,1,0,0,108
0.0,0.6931471805599453,0.3867777169607502,0.0,0.0,0.015294023125182035,1,0,1,0,0,109
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.11778303565638346,0.0,0.04606040434123649,0,1,0,0,1,110
0.0,0.0,0.46078813765600035,0.0,0.0,0.09667038198810923,1,0,1,0,0,111
0.0,0.6931471805599453,0.16290839875661306,0.11778303565638346,0.0,0.02782207118911138,0,1,0,1,0,112
0.0,0.6931471805599453,0.2399406168029818,0.0,0.0,0.015590389411477197,1,0,1,0,0,113
0.0,0.6931471805599453,0.21997190216820725,0.11778303565638346,0.0,0.018995559385159594,0,1,1,0,0,114
0.0,0.6931471805599453,0.1892506657881148,0.0,0.0,0.027829854243863684,0,1,0,1,0,115
0.0,0.6931471805599453,0.23000610235300573,0.0,0.0,0.015350151109302577,1,0,1,0,0,116
0.0,0.6931471805599453,0.6316032496534298,0.0,0.0,0.015013720496480469,1,0,0,0,1,117
0.0,0.4054651081081644,0.30684880729587144,0.11778303565638346,0.0,0.04017148235607018,1,0,1,0,0,118
0.0,0.0,0.2595183760143615,0.0,0.15415067982725836,0.39415365820595283,1,0,0,1,0,119
0.0,0.6931471805599453,0.019659709958831317,0.4054651081081644,0.28768207245178085,0.05925402134279556,0,1,1,0,0,120
0.0,0.4054651081081644,0.23000610235300573,0.22314355131420976,0.0,0.1340608923416297,1,0,1,0,0,121
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015590389411477197,1,0,1,0,0,122
0.0,0.4054651081081644,0.33869573488343174,0.11778303565638346,0.0,0.05703634945252453,1,0,0,1,0,123
0.6931471805599453,0.4054651081081644,0.33869573488343174,0.0,0.0,0.025057726524795907,0,1,1,0,0,124
0.0,0.0,0.5147886077080417,0.0,0.15415067982725836,0.14050527758799308,1,0,1,0,0,125
0.6931471805599453,0.6931471805599453,0.13585339937870086,0.11778303565638346,0.0,0.021705068541472326,1,0,0,1,0,126
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015013720496480469,1,0,0,0,1,127
0.6931471805599453,0.6931471805599453,0.2595183760143615,0.0,0.0,0.013843406397277113,1,0,1,0,0,128
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.11778303565638346,0.15415067982725836,0.0427150769128512,0,1,0,1,0,129
0.0,0.6931471805599453,0.444808251436126,0.0,0.0,0.013522451454419918,1,0,1,0,0,130
0.0,0.6931471805599453,0.3431636182874974,0.0,0.0,0.015294023125182035,1,0,0,1,0,131
0.0,0.6931471805599453,0.21997190216820725,0.0,0.0,0.01366686504595389,1,0,1,0,0,132
0.0,0.6931471805599453,0.46078813765600035,0.11778303565638346,0.0,0.027909010164649164,0,1,1,0,0,133
0.6931471805599453,0.4054651081081644,0.30684880729587144,0.11778303565638346,0.0,0.04950288176693388,0,1,1,0,0,134
0.0,0.4054651081081644,0.26916537346147645,0.0,0.0,0.025057726524795907,1,0,1,0,0,135
0.0,0.4054651081081644,0.24977740672550128,0.0,0.0,0.02894448327084133,1,0,0,1,0,136
0.6931471805599453,0.0,0.20983599540387343,0.0,0.28768207245178085,0.05002900125238943,0,1,1,0,0,137
0.0,0.0,0.37820574607770335,0.11778303565638346,0.0,0.09861770160548049,1,0,1,0,0,138
0.0,0.6931471805599453,0.17879688043597444,0.0,0.0,0.017829898734407344,1,0,1,0,0,139
0.0,0.0,0.2595183760143615,0.0,0.0,0.1437436610449152,1,0,0,1,0,140
0.0,0.6931471805599453,0.31329174258271597,0.0,0.28768207245178085,0.029323648164715232,0,1,0,1,0,141
0.6931471805599453,0.6931471805599453,0.2399406168029818,0.0,0.0,0.015013720496480469,0,1,1,0,0,142
0.6931471805599453,0.6931471805599453,0.2595183760143615,0.11778303565638346,0.0,0.0304682328908991,0,1,1,0,0,143
0.0,0.6931471805599453,0.20983599540387343,0.0,0.0,0.013089085505924586,1,0,0,0,1,144
0.0,0.4054651081081644,0.19959629913518914,0.0,0.0,0.022198289814291207,1,0,1,0,0,145
0.0,0.4054651081081644,0.20983599540387343,0.11778303565638346,0.15415067982725836,0.069275306226147,1,0,1,0,0,146
0.6931471805599453,0.6931471805599453,0.28818458502516947,0.0,0.0,0.01510178012944407,1,0,1,0,0,147
0.0,0.6931471805599453,0.10239054040582178,0.22314355131420976,0.28768207245178085,0.06494050115616902,0,1,1,0,0,148
0.0,0.4054651081081644,0.37389204773128965,0.0,0.28768207245178085,0.04950288176693388,1,0,1,0,0,149
0.0,0.4054651081081644,0.420349181160254,0.0,0.0,0.025057726524795907,1,0,1,0,0,150
0.0,0.4054651081081644,0.4920016579119998,0.0,0.0,0.02415312256249474,1,0,1,0,0,151
0.6931471805599453,0.0,0.2399406168029818,0.11778303565638346,0.0,0.12221280312980437,0,1,1,0,0,152
0.0,0.6931471805599453,0.5259902781183522,0.0,0.0,0.015590389411477197,1,0,1,0,0,153
0.0,0.6931471805599453,0.4078915829631032,0.0,0.28768207245178085,0.027909010164649164,1,0,1,0,0,154
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.014172148444170278,1,0,1,0,0,155
0.0,0.0,0.4920016579119998,0.0,0.15415067982725836,0.11315386612582344,1,0,0,1,0,156
0.6931471805599453,0.6931471805599453,0.17879688043597444,0.0,0.0,0.01498160948698724,0,1,0,0,1,157
0.0,0.6931471805599453,0.31605189084135504,0.0,0.0,0.015590389411477197,1,0,1,0,0,158
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.016766723550696125,1,0,1,0,0,159
0.0,0.6931471805599453,0.31329174258271597,0.6931471805599453,0.28768207245178085,0.12729547887673306,1,0,1,0,0,160
0.0,0.6931471805599453,0.4367215180575171,0.0,0.15415067982725836,0.030941445113450518,1,0,1,0,0,161
0.6931471805599453,0.4054651081081644,0.40370432284629887,0.0,0.0,0.030278885283724966,0,1,1,0,0,162
0.0,0.6931471805599453,0.27872019486289784,0.0,0.0,0.015061788942881014,1,0,1,0,0,163
0.0,0.6931471805599453,0.1892506657881148,0.0,0.0,0.016766723550696125,1,0,1,0,0,164
0.0,0.6931471805599453,0.007261832337772165,0.4054651081081644,0.15415067982725836,0.07461091226899073,1,0,1,0,0,165
0.6931471805599453,0.6931471805599453,0.10239054040582178,0.0,0.28768207245178085,0.039280453605432246,1,0,1,0,0,166
0.6931471805599453,0.0,0.31329174258271597,0.0,0.15415067982725836,0.10197234771859282,0,1,1,0,0,167
0.0,0.6931471805599453,0.444808251436126,0.11778303565638346,0.5108256237659906,0.05302610677804016,0,1,1,0,0,168
0.0,0.0,0.31329174258271597,0.0,0.0,0.049363552105857286,1,0,1,0,0,169
0.0,0.6931471805599453,0.2975602396776254,0.0,0.0,0.10460544252952911,1,0,1,0,0,170
0.0,0.0,0.5660218221892988,0.0,0.0,0.06333871911988026,1,0,1,0,0,171
0.0,0.6931471805599453,0.044003657991029586,0.4054651081081644,0.15415067982725836,0.0552910958195755,1,0,0,0,1,172
0.6931471805599453,0.6931471805599453,0.007261832337772165,0.11778303565638346,0.15415067982725836,0.021498007333324947,0,1,1,0,0,173
0.0,0.6931471805599453,0.23000610235300573,0.0,0.0,0.015350151109302577,1,0,1,0,0,174
0.0,0.0,0.5296964568473066,0.0,0.0,0.058187972216095916,1,0,0,1,0,175
0.0,0.6931471805599453,0.19959629913518914,0.11778303565638346,0.15415067982725836,0.015214054528192307,1,0,1,0,0,176
0.0,0.6931471805599453,0.31329174258271597,0.3184537311185346,0.15415067982725836,0.04851173298012749,1,0,1,0,0,177
0.0,0.0,0.4842891408912918,0.0,0.0,0.054528968184789375,0,1,0,1,0,178
0.0,0.4054651081081644,0.31605189084135504,0.0,0.0,0.025057726524795907,1,0,1,0,0,179
0.0,0.6931471805599453,0.3695596607451925,0.0,0.0,0.0,1,0,1,0,0,180
0.0,0.6931471805599453,0.31329174258271597,0.6931471805599453,0.28768207245178085,0.12729547887673306,0,1,1,0,0,181
0.0,0.4054651081081644,0.31329174258271597,0.0,0.0,0.028952447211634414,1,0,0,1,0,182
0.0,0.6931471805599453,0.10239054040582178,0.4054651081081644,0.28768207245178085,0.05946095197459231,1,0,1,0,0,183
0.6931471805599453,0.4054651081081644,0.007261832337772165,0.22314355131420976,0.15415067982725836,0.0733647027367378,1,0,1,0,0,184
0.6931471805599453,0.6931471805599453,0.044003657991029586,0.0,0.28768207245178085,0.042091527783197434,0,1,1,0,0,185
0.0,0.0,0.31329174258271597,0.0,0.0,0.09312005635116088,1,0,1,0,0,186
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.11778303565638346,0.0,0.029805359351605623,0,1,0,0,1,187
0.6931471805599453,0.0,0.444808251436126,0.0,0.0,0.0505240398785738,1,0,1,0,0,188
0.0,0.6931471805599453,0.40370432284629887,0.11778303565638346,0.15415067982725836,0.029805359351605623,1,0,0,0,1,189
0.0,0.6931471805599453,0.3695596607451925,0.0,0.0,0.015294023125182035,1,0,1,0,0,190
0.6931471805599453,0.4054651081081644,0.33420779987552035,0.0,0.0,0.025057726524795907,0,1,1,0,0,191
0.0,0.4054651081081644,0.20983599540387343,0.0,0.0,0.025057726524795907,1,0,1,0,0,192
0.6931471805599453,0.6931471805599453,0.20983599540387343,0.11778303565638346,0.0,0.015214054528192307,0,1,1,0,0,193
0.6931471805599453,0.4054651081081644,0.03190576062152016,0.11778303565638346,0.15415067982725836,0.04950288176693388,1,0,1,0,0,194
0.6931471805599453,0.0,0.4367215180575171,0.0,0.0,0.052694340690821934,0,1,0,1,0,195
0.6931471805599453,0.0,0.544385322595937,0.0,0.0,0.25152850381759995,0,1,0,1,0,196
0.0,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015013720496480469,1,0,0,0,1,197
0.0,0.6931471805599453,0.420349181160254,0.0,0.15415067982725836,0.01627081535899849,1,0,1,0,0,198
0.6931471805599453,0.6931471805599453,0.31329174258271597,0.0,0.0,0.015013720496480469,0,1,0,0,1,199
0.0,0.4054651081081644,0.2595183760143615,0.0,0.0,0.025057726524795907,0,1,1,0,0,200
0.0,0.6931471805599453,0.2975602396776254,0.0,0.0,0.018372944101240508,1,0,1,0,0,201
0.0,0.6931471805599453,0.31329174258271597,0.6931471805599453,0.28768207245178085,0.12729547887673306,1,0,1,0,0,202
0.0,0.6931471805599453,0.3520399414345839,0.0,0.0,0.012599252234062702,1,0,1,0,0,203
0.0,0.6931471805599453,0.44882722638192185,0.0,0.0,0.014003749011095652,1,0,0,1,0,204
0.6931471805599453,0.6931471805599453,0.19959629913518914,0.0,0.0,0.015590389411477197,1,0,1,0,0,205
0.0,0.6931471805599453,0.019659709958831317,0.0,0.15415067982725836,0.020215718398352154,0,1,1,0,0,206
0.0,0.6931471805599453,0.33420779987552035,0.11778303565638346,0.0,0.0304682328908991,1,0,1,0,0,207
0.6931471805599453,0.6931471805599453,0.27872019486289784,0.0,0.0,0.03601438393280675,1,0,0,1,0,208
0.6931471805599453,0.6931471805599453,0.17879688043597444,0.0,0.0,0.015013720496480469,0,1,0,0,1,209
0.6931471805599453,0.0,0.40370432284629887,0.0,0.0,0.058748010568137624,1,0,0,1,0,210
0.0,0.6931471805599453,0.2595183760143615,0.0,0.0,0.01366686504595389,1,0,1,0,0,211
0.6931471805599453,0.4054651081081644,0.3608381681697983,0.0,0.0,0.04017148235607018,0,1,1,0,0,212
0.0,0.6931471805599453,0.2399406168029818,0.0,0.0,0.01405186602861203,1,0,1,0,0,213
0.0,0.4054651081081644,0.31605189084135504,0.0,0.0,0.025057726524795907,1,0,1,0,0,214
0.0,0.6931471805599453,0.31329174258271597,0.11778303565638346,0.0,0.015013720496480469,1,0,0,0,1,215
0.6931471805599453,0.0,0.3251710494216168,0.11778303565638346,0.0,0.1997505155898914,0,1,0,1,0,216
0.6931471805599453,0.6931471805599453,0.28818458502516947,0.0,0.0,0.015350151109302577,0,1,1,0,0,217
0.0,0.4054651081081644,0.420349181160254,0.11778303565638346,0.0,0.051358757964851676,1,0,1,0,0,218
0.6931471805599453,0.0,0.33420779987552035,0.0,0.0,0.13881495598036686,0,1,0,1,0,219
0.0,0.4054651081081644,0.31605189084135504,0.0,0.0,0.02028744611537874,1,0,1,0,0,220
